time,annulus,4,225,1,Dionysus,71.52128032
time,annulus,2,250,1,Dionysus,71.52730092
time,annulus,3,250,1,Dionysus,162.6979417
time,annulus,4,250,1,Dionysus,105.7106993
time,annulus,2,275,1,Dionysus,176.3540945
time,annulus,3,275,1,Dionysus,140.418795
time,annulus,4,275,1,Dionysus,189.1687477
time,annulus,2,300,1,Dionysus,119.04829
time,annulus,3,300,1,Dionysus,449.5292111
time,annulus,4,300,1,Dionysus,349.9569457
time,annulus,2,325,1,Dionysus,237.2304309
time,annulus,3,325,1,Dionysus,388.0063693
time,annulus,4,325,1,Dionysus,351.5279867
time,annulus,2,350,1,Dionysus,314.2357304
time,annulus,3,350,1,Dionysus,458.1314424
time,annulus,4,350,1,Dionysus,559.6591016
time,annulus,2,375,1,Dionysus,315.7596177
time,annulus,3,375,1,Dionysus,709.7187362
time,annulus,4,375,1,Dionysus,753.9862712
time,annulus,2,400,1,Dionysus,471.5378224
time,annulus,3,400,1,Dionysus,815.1516283
time,annulus,4,400,1,Dionysus,980.5432278
time,annulus,2,425,1,Dionysus,728.7203398
time,annulus,3,425,1,Dionysus,1352.218238
time,annulus,4,425,1,Dionysus,1406.028547
time,annulus,2,450,1,Dionysus,797.023887
time,annulus,3,450,1,Dionysus,1582.840451
time,annulus,4,450,1,Dionysus,1307.582312
time,circle,2,50,1,stats,0.001140482
time,circle,3,50,1,stats,0.001015443
time,circle,4,50,1,stats,0.001145049
time,circle,2,60,1,stats,0.001463031
time,circle,3,60,1,stats,0.001363596
time,circle,4,60,1,stats,0.001463241
time,circle,2,70,1,stats,0.002845986
time,circle,3,70,1,stats,0.002330029
time,circle,4,70,1,stats,0.002115107
time,circle,2,80,1,stats,0.004438269
time,circle,3,80,1,stats,0.002510802
time,circle,4,80,1,stats,0.002675577
time,circle,2,90,1,stats,0.004060017
time,circle,3,90,1,stats,0.003255812
time,circle,4,90,1,stats,0.003422863
time,circle,2,100,1,stats,0.006028606
time,circle,3,100,1,stats,0.004421349
time,circle,4,100,1,stats,0.004808322
time,circle,2,110,1,stats,0.00753479
time,circle,3,110,1,stats,0.005990031
time,circle,4,110,1,stats,0.006637491
time,circle,2,120,1,stats,0.011198921
time,circle,3,120,1,stats,0.005547542
time,circle,4,120,1,stats,0.006234361
time,circle,2,130,1,stats,0.0120765
time,circle,3,130,1,stats,0.006706697
time,circle,4,130,1,stats,0.008322099
time,circle,2,140,1,stats,0.016706966
time,circle,3,140,1,stats,0.007468811
time,circle,4,140,1,stats,0.010961535
time,circle,2,150,1,stats,0.020194302
time,circle,3,150,1,stats,0.009319308
time,circle,4,150,1,stats,0.009531496
time,circle,2,160,1,stats,0.021015473
time,circle,3,160,1,stats,0.010213436
time,circle,4,160,1,stats,0.012792774
time,circle,2,170,1,stats,0.027849503
time,circle,3,170,1,stats,0.011061309
time,circle,4,170,1,stats,0.013679536
time,circle,2,180,1,stats,0.027779547
time,circle,3,180,1,stats,0.013224007
time,circle,4,180,1,stats,0.014823487
time,circle,2,190,1,stats,0.034674995
time,circle,3,190,1,stats,0.014052675
time,circle,4,190,1,stats,0.019653187
time,circle,2,200,1,stats,0.045535679
time,circle,3,200,1,stats,0.017129562
time,circle,4,200,1,stats,0.019758651
time,circle,2,210,1,stats,0.043104815
time,circle,3,210,1,stats,0.021266702
time,circle,4,210,1,stats,0.022655815
time,circle,2,220,1,stats,0.071683071
time,circle,3,220,1,stats,0.022245064
time,circle,4,220,1,stats,0.025577026
time,circle,2,230,1,stats,0.098890973
time,circle,3,230,1,stats,0.025633605
time,circle,4,230,1,stats,0.037509597
time,circle,2,240,1,stats,0.081162526
time,circle,3,240,1,stats,0.025368547
time,circle,4,240,1,stats,0.031383445
time,circle,2,250,1,stats,0.086704752
