time,circle,2,25,1,stats,0.000251665,0.000237486,0.000233938,0.00023242,0.000246212,0.000248056,0.000248123,0.000247891,0.000247942,0.000247694
time,circle,3,25,1,stats,0.000251106,0.000223931,0.000218394,0.000258227,0.000238679,0.000223533,0.000220351,0.000225495,0.000219872,0.000220006
time,circle,4,25,1,stats,0.000279314,0.000266386,0.000323955,0.000270882,0.000252429,0.000250852,0.000249209,0.000253533,0.000249716,0.000249594
time,circle,2,50,1,stats,0.000817359,0.000805156,0.00080148,0.000809723,0.000804531,0.00080242,0.000922737,0.000846174,0.000817391,0.000795735
time,circle,3,50,1,stats,0.000835602,0.000824184,0.000886968,0.000840785,0.000834154,0.000821467,0.000813814,0.000810608,0.000817711,0.000842536
time,circle,4,50,1,stats,0.00087402,0.000859128,0.000852901,0.000856766,0.00093672,0.000883859,0.000865951,0.000849629,0.000846777,0.000847649
time,circle,2,75,1,stats,0.002381439,0.002564702,0.002314273,0.002301584,0.002359445,0.002410292,0.002290205,0.002283641,0.002280523,0.002288473
time,circle,3,75,1,stats,0.001842524,0.001903021,0.001860888,0.001874835,0.001824075,0.001834438,0.001835843,0.001825687,0.001822124,0.001825085
time,circle,4,75,1,stats,0.001995711,0.002265684,0.002130218,0.002013525,0.001965787,0.001960077,0.001973899,0.001965286,0.002079957,0.002092587
time,circle,2,100,1,stats,0.006283992,0.00615043,0.006086225,0.0060134,0.006393794,0.00616372,0.005991359,0.005965277,0.00605124,0.00597959
time,circle,3,100,1,stats,0.003443957,0.003200552,0.003214544,0.003241386,0.003208222,0.003525561,0.003350222,0.003290168,0.003467239,0.003549101
time,circle,4,100,1,stats,0.003532561,0.003416555,0.003360284,0.003353098,0.003332386,0.003352361,0.003372254,0.003205504,0.003439739,0.003453841
time,circle,2,125,1,stats,0.011910346,0.011494153,0.011530946,0.01123993,0.011171541,0.011202585,0.011301599,0.011166941,0.011101649,0.011420867
time,circle,3,125,1,stats,0.004820053,0.004757553,0.004819366,0.004868032,0.004780176,0.00496052,0.005066463,0.004836773,0.004960938,0.004860208
time,circle,4,125,1,stats,0.005644571,0.005694264,0.005616137,0.005615075,0.005772215,0.005870635,0.00546158,0.005474392,0.005480042,0.005386081
time,circle,2,150,1,stats,0.021494408,0.020953877,0.020862874,0.021194493,0.020639738,0.020682638,0.020567514,0.02042563,0.02044841,0.02049248
time,circle,3,150,1,stats,0.007771587,0.007439457,0.007326592,0.008007971,0.007242517,0.007494061,0.007211357,0.007464037,0.007348369,0.007233925
time,circle,4,150,1,stats,0.00821735,0.00813231,0.007978308,0.008121848,0.008215305,0.007912159,0.0079364,0.007905835,0.008045909,0.008089244
time,circle,2,175,1,stats,0.022213632,0.021659805,0.021499072,0.021237641,0.021245462,0.021137134,0.021316368,0.021286343,0.021864132,0.021304008
time,circle,3,175,1,stats,0.011091744,0.011503553,0.011359424,0.011086399,0.010980441,0.010868215,0.010819165,0.010857931,0.010825386,0.010778884
time,circle,4,175,1,stats,0.014378815,0.014647539,0.01388458,0.013704826,0.013727135,0.01382076,0.013857415,0.013759043,0.013678596,0.013633714
time,circle,2,200,1,stats,0.049996105,0.050612789,0.049274029,0.049152759,0.049974039,0.04964254,0.049768232,0.050391022,0.049757011,0.049143916
time,circle,3,200,1,stats,0.014532572,0.014216007,0.014304943,0.01378254,0.013815194,0.014157661,0.013933041,0.013724674,0.013624871,0.01365076
time,circle,4,200,1,stats,0.018596846,0.016922078,0.016637035,0.016625516,0.016506421,0.016359593,0.016401571,0.016354022,0.0164289,0.01633413
time,circle,2,225,1,stats,0.045936803,0.045085852,0.044993189,0.045283897,0.045547969,0.045085342,0.045223218,0.045435594,0.046242599,0.045350609
time,circle,3,225,1,stats,0.020586702,0.019461574,0.019538697,0.019315514,0.019346818,0.019289738,0.019339295,0.019310052,0.019361804,0.019425423
